,UserID,party,country,start,end,term,Photo,Gender,Death,Twitter,Homepage,Facebook,Instagram,Mail,date_brith,place_brith,url,full,aliases
14,105849,Union pour un Mouvement Populaire,France,2011-01-01T00:00:00,2014-06-30T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/105849.jpg,F,,,,,,,1961-12-28T00:00:00,Chaumont en Vexin,http://www.europarl.europa.eu/meps/en/105849/name/cv,Agnès LE BRUN,"['Agnès LE BRUN', 'LE BRUN', 'LE BRUN Agnès']"
15,5537,Partido Popular,Spain,1999-09-20T00:00:00,2004-07-19T00:00:00,5.0,https://www.europarl.europa.eu/mepphoto/5537.jpg,M,,,,,,,1952-01-04T00:00:00,Ciudad Real,http://www.europarl.europa.eu/meps/en/5537/name/cv,Juan Andrés NARANJO ESCOBAR,"['Juan Andrés NARANJO ESCOBAR', 'NARANJO ESCOBAR', 'NARANJO ESCOBAR Juan Andrés']"
16,5537,Partido Popular,Spain,2008-04-07T00:00:00,2009-07-13T00:00:00,6.0,https://www.europarl.europa.eu/mepphoto/5537.jpg,M,,,,,,,1952-01-04T00:00:00,Ciudad Real,http://www.europarl.europa.eu/meps/en/5537/name/cv,Juan Andrés NARANJO ESCOBAR,"['Juan Andrés NARANJO ESCOBAR', 'NARANJO ESCOBAR', 'NARANJO ESCOBAR Juan Andrés']"
17,5537,Partido Popular,Spain,2012-01-13T00:00:00,2014-06-30T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/5537.jpg,M,,,,,,,1952-01-04T00:00:00,Ciudad Real,http://www.europarl.europa.eu/meps/en/5537/name/cv,Juan Andrés NARANJO ESCOBAR,"['Juan Andrés NARANJO ESCOBAR', 'NARANJO ESCOBAR', 'NARANJO ESCOBAR Juan Andrés']"
18,111017,Partido Socialista Obrero Español,Spain,2011-12-01T00:00:00,2014-06-30T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/111017.jpg,F,,,,,,,1958-05-16T00:00:00,Urda (Toledo),http://www.europarl.europa.eu/meps/en/111017/name/cv,Dolores GARCÍA-HIERRO CARABALLO,"['Dolores GARCÍA-HIERRO CARABALLO', 'GARCÍA-HIERRO CARABALLO', 'GARCÍA-HIERRO CARABALLO Dolores']"
19,111018,Coalición por Europa,Spain,2011-12-01T00:00:00,2011-12-04T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/111018.jpg,M,,,,,,,1969-04-03T00:00:00,Reus,http://www.europarl.europa.eu/meps/en/111018/name/cv,Salvador SEDÓ i ALABART,"['SEDÓ i ALABART', 'SEDÓ i ALABART Salvador', 'Salvador SEDÓ i ALABART']"
20,111018,Unió Democràtica de Catalunya,Spain,2011-12-05T00:00:00,2014-06-30T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/111018.jpg,M,,,,,,,1969-04-03T00:00:00,Reus,http://www.europarl.europa.eu/meps/en/111018/name/cv,Salvador SEDÓ i ALABART,"['SEDÓ i ALABART', 'SEDÓ i ALABART Salvador', 'Salvador SEDÓ i ALABART']"
21,111019,Partido Popular,Spain,2011-12-01T00:00:00,2014-06-30T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/111019.jpg,F,,,,,,,1975-10-16T00:00:00,Orihuela,http://www.europarl.europa.eu/meps/en/111019/name/cv,Eva ORTIZ VILELLA,"['Eva ORTIZ VILELLA', 'ORTIZ VILELLA', 'ORTIZ VILELLA Eva']"
22,96946,Partij voor de Vrijheid,Netherlands,2009-07-14T00:00:00,2011-08-31T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/96946.jpg,M,,,,,,,1980-09-12T00:00:00,Delft,http://www.europarl.europa.eu/meps/en/96946/name/cv,Daniël van der STOEP,"['Daniël van der STOEP', 'van der STOEP', 'van der STOEP Daniël']"
23,96946,Partij voor de Vrijheid,Netherlands,2011-12-15T00:00:00,2011-12-18T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/96946.jpg,M,,,,,,,1980-09-12T00:00:00,Delft,http://www.europarl.europa.eu/meps/en/96946/name/cv,Daniël van der STOEP,"['Daniël van der STOEP', 'van der STOEP', 'van der STOEP Daniël']"
24,96946,Onafhankelijk lid,Netherlands,2011-12-19T00:00:00,2013-03-26T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/96946.jpg,M,,,,,,,1980-09-12T00:00:00,Delft,http://www.europarl.europa.eu/meps/en/96946/name/cv,Daniël van der STOEP,"['Daniël van der STOEP', 'van der STOEP', 'van der STOEP Daniël']"
25,96946,Artikel 50,Netherlands,2013-03-27T00:00:00,2014-06-30T00:00:00,7.0,https://www.europarl.europa.eu/mepphoto/96946.jpg,M,,,,,,,1980-09-12T00:00:00,Delft,http://www.europarl.europa.eu/meps/en/96946/name/cv,Daniël van der STOEP,"['Daniël van der STOEP', 'van der STOEP', 'van der STOEP Daniël']"
